,date,year,stage,home_team,away_team,home_score,away_score,outcome,winner,decided_by_shootout,is_host_match,neutral,city,country,home_team_rank,away_team_rank
329,2014-06-19,2014,group,Japan,Greece,0,0,draw,,False,False,True,Natal,Brazil,46,12
330,2014-06-19,2014,group,Uruguay,England,2,1,home_win,Uruguay,False,False,True,São Paulo,Brazil,7,10
331,2014-06-20,2014,group,Honduras,Ecuador,1,2,away_win,Ecuador,False,False,True,Curitiba,Brazil,33,26
332,2014-06-20,2014,group,Italy,Costa Rica,0,1,away_win,Costa Rica,False,False,True,Recife,Brazil,9,28
333,2014-06-20,2014,group,Switzerland,France,2,5,away_win,France,False,False,True,Salvador,Brazil,6,17
334,2014-06-21,2014,group,Argentina,Iran,1,0,home_win,Argentina,False,False,True,Belo Horizonte,Brazil,5,43
335,2014-06-21,2014,group,Germany,Ghana,2,2,draw,,False,False,True,Fortaleza,Brazil,2,37
336,2014-06-21,2014,group,Nigeria,Bosnia and Herzegovina,1,0,home_win,Nigeria,False,False,True,Cuiabá,Brazil,44,21
337,2014-06-22,2014,group,Belgium,Russia,1,0,home_win,Belgium,False,False,True,Rio de Janeiro,Brazil,11,19
338,2014-06-22,2014,group,South Korea,Algeria,2,4,away_win,Algeria,False,False,True,Porto Alegre,Brazil,57,22
339,2014-06-22,2014,group,United States,Portugal,2,2,draw,,False,False,True,Manaus,Brazil,13,4
340,2014-06-23,2014,group,Australia,Spain,0,3,away_win,Spain,False,False,True,Curitiba,Brazil,62,1
341,2014-06-23,2014,group,Brazil,Cameroon,4,1,home_win,Brazil,False,True,False,Brasília,Brazil,3,56
342,2014-06-23,2014,group,Croatia,Mexico,1,3,away_win,Mexico,False,False,True,Recife,Brazil,18,20
343,2014-06-23,2014,group,Netherlands,Chile,2,0,home_win,Netherlands,False,False,True,São Paulo,Brazil,15,14
344,2014-06-24,2014,group,Costa Rica,England,0,0,draw,,False,False,True,Belo Horizonte,Brazil,28,10
345,2014-06-24,2014,group,Greece,Ivory Coast,2,1,home_win,Greece,False,False,True,Fortaleza,Brazil,12,23
346,2014-06-24,2014,group,Italy,Uruguay,0,1,away_win,Uruguay,False,False,True,Natal,Brazil,9,7
347,2014-06-24,2014,group,Japan,Colombia,1,4,away_win,Colombia,False,False,True,Cuiabá,Brazil,46,8
348,2014-06-25,2014,group,Bosnia and Herzegovina,Iran,3,1,home_win,Bosnia and Herzegovina,False,False,True,Salvador,Brazil,21,43
349,2014-06-25,2014,group,Ecuador,France,0,0,draw,,False,False,True,Rio de Janeiro,Brazil,26,17
350,2014-06-25,2014,group,Honduras,Switzerland,0,3,away_win,Switzerland,False,False,True,Manaus,Brazil,33,6
351,2014-06-25,2014,group,Nigeria,Argentina,2,3,away_win,Argentina,False,False,True,Porto Alegre,Brazil,44,5
352,2014-06-26,2014,group,Algeria,Russia,1,1,draw,,False,False,True,Curitiba,Brazil,22,19
353,2014-06-26,2014,group,Portugal,Ghana,2,1,home_win,Portugal,False,False,True,Brasília,Brazil,4,37
354,2014-06-26,2014,group,South Korea,Belgium,0,1,away_win,Belgium,False,False,True,São Paulo,Brazil,57,11
355,2014-06-26,2014,group,United States,Germany,0,1,away_win,Germany,False,False,True,Recife,Brazil,13,2
356,2014-06-28,2014,knockout,Brazil,Chile,1,1,draw,Brazil,True,True,False,Belo Horizonte,Brazil,3,14
357,2014-06-28,2014,knockout,Colombia,Uruguay,2,0,home_win,Colombia,False,False,True,Rio de Janeiro,Brazil,8,7
358,2014-06-29,2014,knockout,Costa Rica,Greece,1,1,draw,Costa Rica,True,False,True,Recife,Brazil,28,12
359,2014-06-29,2014,knockout,Netherlands,Mexico,2,1,home_win,Netherlands,False,False,True,Fortaleza,Brazil,15,20
360,2014-06-30,2014,knockout,France,Nigeria,2,0,home_win,France,False,False,True,Brasília,Brazil,17,44
361,2014-06-30,2014,knockout,Germany,Algeria,2,1,home_win,Germany,False,False,True,Porto Alegre,Brazil,2,22
362,2014-07-01,2014,knockout,Argentina,Switzerland,1,0,home_win,Argentina,False,False,True,São Paulo,Brazil,5,6
363,2014-07-01,2014,knockout,Belgium,United States,2,1,home_win,Belgium,False,False,True,Salvador,Brazil,11,13
364,2014-07-04,2014,knockout,Brazil,Colombia,2,1,home_win,Brazil,False,True,False,Fortaleza,Brazil,3,8
365,2014-07-04,2014,knockout,France,Germany,0,1,away_win,Germany,False,False,True,Rio de Janeiro,Brazil,17,2
366,2014-07-05,2014,knockout,Argentina,Belgium,1,0,home_win,Argentina,False,False,True,Brasília,Brazil,5,11
367,2014-07-05,2014,knockout,Netherlands,Costa Rica,0,0,draw,Netherlands,True,False,True,Salvador,Brazil,15,28
368,2014-07-08,2014,knockout,Brazil,Germany,1,7,away_win,Germany,False,True,False,Belo Horizonte,Brazil,3,2
369,2014-07-09,2014,knockout,Netherlands,Argentina,0,0,draw,Argentina,True,False,True,São Paulo,Brazil,15,5
370,2014-07-12,2014,knockout,Brazil,Netherlands,0,3,away_win,Netherlands,False,True,False,Brasília,Brazil,3,15
371,2014-07-13,2014,knockout,Germany,Argentina,1,0,home_win,Germany,False,False,True,Rio de Janeiro,Brazil,2,5
372,2018-06-14,2018,group,Russia,Saudi Arabia,5,0,home_win,Russia,False,True,False,Moscow,Russia,70,67
373,2018-06-15,2018,group,Egypt,Uruguay,0,1,away_win,Uruguay,False,False,True,Ekaterinburg,Russia,45,14
374,2018-06-15,2018,group,Morocco,Iran,0,1,away_win,Iran,False,False,True,Saint Petersburg,Russia,41,37
375,2018-06-15,2018,group,Portugal,Spain,3,3,draw,,False,False,True,Sochi,Russia,4,10
376,2018-06-16,2018,group,Argentina,Iceland,1,1,draw,,False,False,True,Moscow,Russia,5,22
377,2018-06-16,2018,group,Croatia,Nigeria,2,0,home_win,Croatia,False,False,True,Kaliningrad,Russia,20,48
378,2018-06-16,2018,group,France,Australia,2,1,home_win,France,False,False,True,Kazan,Russia,7,36
379,2018-06-16,2018,group,Peru,Denmark,0,1,away_win,Denmark,False,False,True,Saransk,Russia,11,12
380,2018-06-17,2018,group,Brazil,Switzerland,1,1,draw,,False,False,True,Rostov-on-Don,Russia,2,6
381,2018-06-17,2018,group,Costa Rica,Serbia,0,1,away_win,Serbia,False,False,True,Samara,Russia,23,34
382,2018-06-17,2018,group,Germany,Mexico,0,1,away_win,Mexico,False,False,True,Moscow,Russia,1,15
383,2018-06-18,2018,group,Belgium,Panama,3,0,home_win,Belgium,False,False,True,Sochi,Russia,3,55
384,2018-06-18,2018,group,Sweden,South Korea,1,0,home_win,Sweden,False,False,True,Nizhny Novgorod,Russia,24,57
385,2018-06-18,2018,group,Tunisia,England,1,2,away_win,England,False,False,True,Volgograd,Russia,21,12
386,2018-06-19,2018,group,Colombia,Japan,1,2,away_win,Japan,False,False,True,Saransk,Russia,16,61
387,2018-06-19,2018,group,Poland,Senegal,1,2,away_win,Senegal,False,False,True,Moscow,Russia,8,27
388,2018-06-19,2018,group,Russia,Egypt,3,1,home_win,Russia,False,True,False,Saint Petersburg,Russia,70,45
389,2018-06-20,2018,group,Iran,Spain,0,1,away_win,Spain,False,False,True,Kazan,Russia,37,10
390,2018-06-20,2018,group,Portugal,Morocco,1,0,home_win,Portugal,False,False,True,Moscow,Russia,4,41
391,2018-06-20,2018,group,Uruguay,Saudi Arabia,1,0,home_win,Uruguay,False,False,True,Rostov-on-Don,Russia,14,67
392,2018-06-21,2018,group,Argentina,Croatia,0,3,away_win,Croatia,False,False,True,Nizhny Novgorod,Russia,5,20
393,2018-06-21,2018,group,Denmark,Australia,1,1,draw,,False,False,True,Samara,Russia,12,36
394,2018-06-21,2018,group,France,Peru,1,0,home_win,France,False,False,True,Ekaterinburg,Russia,7,11
395,2018-06-22,2018,group,Brazil,Costa Rica,2,0,home_win,Brazil,False,False,True,Saint Petersburg,Russia,2,23
396,2018-06-22,2018,group,Nigeria,Iceland,2,0,home_win,Nigeria,False,False,True,Volgograd,Russia,48,22
397,2018-06-22,2018,group,Serbia,Switzerland,1,2,away_win,Switzerland,False,False,True,Kaliningrad,Russia,34,6
398,2018-06-23,2018,group,Belgium,Tunisia,5,2,home_win,Belgium,False,False,True,Moscow,Russia,3,21
399,2018-06-23,2018,group,Germany,Sweden,2,1,home_win,Germany,False,False,True,Sochi,Russia,1,24
400,2018-06-23,2018,group,South Korea,Mexico,1,2,away_win,Mexico,False,False,True,Rostov-on-Don,Russia,57,15
401,2018-06-24,2018,group,England,Panama,6,1,home_win,England,False,False,True,Nizhny Novgorod,Russia,12,55
402,2018-06-24,2018,group,Japan,Senegal,2,2,draw,,False,False,True,Ekaterinburg,Russia,61,27
403,2018-06-24,2018,group,Poland,Colombia,0,3,away_win,Colombia,False,False,True,Kazan,Russia,8,16
404,2018-06-25,2018,group,Iran,Portugal,1,1,draw,,False,False,True,Saransk,Russia,37,4
405,2018-06-25,2018,group,Russia,Uruguay,0,3,away_win,Uruguay,False,True,False,Samara,Russia,70,14
406,2018-06-25,2018,group,Saudi Arabia,Egypt,2,1,home_win,Saudi Arabia,False,False,True,Volgograd,Russia,67,45
407,2018-06-25,2018,group,Spain,Morocco,2,2,draw,,False,False,True,Kaliningrad,Russia,10,41
408,2018-06-26,2018,group,Australia,Peru,0,2,away_win,Peru,False,False,True,Sochi,Russia,36,11
409,2018-06-26,2018,group,Denmark,France,0,0,draw,,False,False,True,Moscow,Russia,12,7
410,2018-06-26,2018,group,Iceland,Croatia,1,2,away_win,Croatia,False,False,True,Rostov-on-Don,Russia,22,20
411,2018-06-26,2018,group,Nigeria,Argentina,1,2,away_win,Argentina,False,False,True,Saint Petersburg,Russia,48,5
412,2018-06-27,2018,group,Mexico,Sweden,0,3,away_win,Sweden,False,False,True,Ekaterinburg,Russia,15,24
413,2018-06-27,2018,group,Serbia,Brazil,0,2,away_win,Brazil,False,False,True,Moscow,Russia,34,2
414,2018-06-27,2018,group,South Korea,Germany,2,0,home_win,South Korea,False,False,True,Kazan,Russia,57,1
415,2018-06-27,2018,group,Switzerland,Costa Rica,2,2,draw,,False,False,True,Nizhny Novgorod,Russia,6,23
416,2018-06-28,2018,group,England,Belgium,0,1,away_win,Belgium,False,False,True,Kaliningrad,Russia,12,3
417,2018-06-28,2018,group,Japan,Poland,0,1,away_win,Poland,False,False,True,Volgograd,Russia,61,8
418,2018-06-28,2018,group,Panama,Tunisia,1,2,away_win,Tunisia,False,False,True,Saransk,Russia,55,21
419,2018-06-28,2018,group,Senegal,Colombia,0,1,away_win,Colombia,False,False,True,Samara,Russia,27,16
420,2018-06-30,2018,knockout,France,Argentina,4,3,home_win,France,False,False,True,Kazan,Russia,7,5
421,2018-06-30,2018,knockout,Uruguay,Portugal,2,1,home_win,Uruguay,False,False,True,Sochi,Russia,14,4
422,2018-07-01,2018,knockout,Croatia,Denmark,1,1,draw,Croatia,True,False,True,Nizhny Novgorod,Russia,20,12
423,2018-07-01,2018,knockout,Russia,Spain,1,1,draw,Russia,True,True,False,Moscow,Russia,70,10
424,2018-07-02,2018,knockout,Belgium,Japan,3,2,home_win,Belgium,False,False,True,Rostov-on-Don,Russia,3,61
425,2018-07-02,2018,knockout,Brazil,Mexico,2,0,home_win,Brazil,False,False,True,Samara,Russia,2,15
426,2018-07-03,2018,knockout,Colombia,England,1,1,draw,England,True,False,True,Moscow,Russia,16,12
427,2018-07-03,2018,knockout,Sweden,Switzerland,1,0,home_win,Sweden,False,False,True,Saint Petersburg,Russia,24,6
428,2018-07-06,2018,knockout,Brazil,Belgium,1,2,away_win,Belgium,False,False,True,Kazan,Russia,2,3
429,2018-07-06,2018,knockout,Uruguay,France,0,2,away_win,France,False,False,True,Nizhny Novgorod,Russia,14,7
430,2018-07-07,2018,knockout,Russia,Croatia,2,2,draw,Croatia,True,True,False,Sochi,Russia,70,20
431,2018-07-07,2018,knockout,Sweden,England,0,2,away_win,England,False,False,True,Samara,Russia,24,12
432,2018-07-10,2018,knockout,France,Belgium,1,0,home_win,France,False,False,True,Saint Petersburg,Russia,7,3
433,2018-07-11,2018,knockout,Croatia,England,2,1,home_win,Croatia,False,False,True,Moscow,Russia,20,12
434,2018-07-14,2018,knockout,Belgium,England,2,0,home_win,Belgium,False,False,True,Saint Petersburg,Russia,3,12
435,2018-07-15,2018,knockout,France,Croatia,4,2,home_win,France,False,False,True,Moscow,Russia,7,20
436,2022-11-20,2022,group,Qatar,Ecuador,0,2,away_win,Ecuador,False,True,False,Al Khor,Qatar,50,44
437,2022-11-21,2022,group,England,Iran,6,2,home_win,England,False,False,True,Al Rayyan,Qatar,5,20
438,2022-11-21,2022,group,Senegal,Netherlands,0,2,away_win,Netherlands,False,False,True,Doha,Qatar,18,8
439,2022-11-21,2022,group,United States,Wales,1,1,draw,,False,False,True,Al Rayyan,Qatar,16,19
440,2022-11-22,2022,group,Argentina,Saudi Arabia,1,2,away_win,Saudi Arabia,False,False,True,Lusail,Qatar,3,51
441,2022-11-22,2022,group,Denmark,Tunisia,0,0,draw,,False,False,True,Al Rayyan,Qatar,10,30
442,2022-11-22,2022,group,France,Australia,4,1,home_win,France,False,False,True,Al Wakrah,Qatar,4,38
443,2022-11-22,2022,group,Mexico,Poland,0,0,draw,,False,False,True,Doha,Qatar,13,26
444,2022-11-23,2022,group,Belgium,Canada,1,0,home_win,Belgium,False,False,True,Al Rayyan,Qatar,2,41
445,2022-11-23,2022,group,Germany,Japan,1,2,away_win,Japan,False,False,True,Al Rayyan,Qatar,11,24
446,2022-11-23,2022,group,Morocco,Croatia,0,0,draw,,False,False,True,Al Khor,Qatar,22,12
447,2022-11-23,2022,group,Spain,Costa Rica,7,0,home_win,Spain,False,False,True,Doha,Qatar,7,31
448,2022-11-24,2022,group,Brazil,Serbia,2,0,home_win,Brazil,False,False,True,Lusail,Qatar,1,21
449,2022-11-24,2022,group,Portugal,Ghana,3,2,home_win,Portugal,False,False,True,Doha,Qatar,9,61
450,2022-11-24,2022,group,Switzerland,Cameroon,1,0,home_win,Switzerland,False,False,True,Al Wakrah,Qatar,15,43
451,2022-11-24,2022,group,Uruguay,South Korea,0,0,draw,,False,False,True,Al Rayyan,Qatar,14,28
452,2022-11-25,2022,group,England,United States,0,0,draw,,False,False,True,Al Khor,Qatar,5,16
453,2022-11-25,2022,group,Netherlands,Ecuador,1,1,draw,,False,False,True,Al Rayyan,Qatar,8,44
454,2022-11-25,2022,group,Qatar,Senegal,1,3,away_win,Senegal,False,True,False,Doha,Qatar,50,18
455,2022-11-25,2022,group,Wales,Iran,0,2,away_win,Iran,False,False,True,Al Rayyan,Qatar,19,20
456,2022-11-26,2022,group,Argentina,Mexico,2,0,home_win,Argentina,False,False,True,Lusail,Qatar,3,13
457,2022-11-26,2022,group,France,Denmark,2,1,home_win,France,False,False,True,Doha,Qatar,4,10
458,2022-11-26,2022,group,Poland,Saudi Arabia,2,0,home_win,Poland,False,False,True,Al Rayyan,Qatar,26,51
459,2022-11-26,2022,group,Tunisia,Australia,0,1,away_win,Australia,False,False,True,Al Wakrah,Qatar,30,38
460,2022-11-27,2022,group,Belgium,Morocco,0,2,away_win,Morocco,False,False,True,Doha,Qatar,2,22
461,2022-11-27,2022,group,Croatia,Canada,4,1,home_win,Croatia,False,False,True,Al Rayyan,Qatar,12,41
462,2022-11-27,2022,group,Japan,Costa Rica,0,1,away_win,Costa Rica,False,False,True,Al Rayyan,Qatar,24,31
463,2022-11-27,2022,group,Spain,Germany,1,1,draw,,False,False,True,Al Khor,Qatar,7,11
464,2022-11-28,2022,group,Brazil,Switzerland,1,0,home_win,Brazil,False,False,True,Doha,Qatar,1,15
465,2022-11-28,2022,group,Cameroon,Serbia,3,3,draw,,False,False,True,Al Wakrah,Qatar,43,21
466,2022-11-28,2022,group,Portugal,Uruguay,2,0,home_win,Portugal,False,False,True,Lusail,Qatar,9,14
467,2022-11-28,2022,group,South Korea,Ghana,2,3,away_win,Ghana,False,False,True,Al Rayyan,Qatar,28,61
468,2022-11-29,2022,group,Ecuador,Senegal,1,2,away_win,Senegal,False,False,True,Al Rayyan,Qatar,44,18
469,2022-11-29,2022,group,Iran,United States,0,1,away_win,United States,False,False,True,Doha,Qatar,20,16
470,2022-11-29,2022,group,Qatar,Netherlands,0,2,away_win,Netherlands,False,True,False,Al Khor,Qatar,50,8
471,2022-11-29,2022,group,Wales,England,0,3,away_win,England,False,False,True,Al Rayyan,Qatar,19,5
472,2022-11-30,2022,group,Australia,Denmark,1,0,home_win,Australia,False,False,True,Al Wakrah,Qatar,38,10
473,2022-11-30,2022,group,Poland,Argentina,0,2,away_win,Argentina,False,False,True,Doha,Qatar,26,3
474,2022-11-30,2022,group,Saudi Arabia,Mexico,1,2,away_win,Mexico,False,False,True,Lusail,Qatar,51,13
475,2022-11-30,2022,group,Tunisia,France,1,0,home_win,Tunisia,False,False,True,Al Rayyan,Qatar,30,4
476,2022-12-01,2022,group,Canada,Morocco,1,2,away_win,Morocco,False,False,True,Doha,Qatar,41,22
477,2022-12-01,2022,group,Costa Rica,Germany,2,4,away_win,Germany,False,False,True,Al Khor,Qatar,31,11
478,2022-12-01,2022,group,Croatia,Belgium,0,0,draw,,False,False,True,Al Rayyan,Qatar,12,2
479,2022-12-01,2022,group,Japan,Spain,2,1,home_win,Japan,False,False,True,Al Rayyan,Qatar,24,7
480,2022-12-02,2022,group,Cameroon,Brazil,1,0,home_win,Cameroon,False,False,True,Lusail,Qatar,43,1
481,2022-12-02,2022,group,Ghana,Uruguay,0,2,away_win,Uruguay,False,False,True,Al Wakrah,Qatar,61,14
482,2022-12-02,2022,group,Serbia,Switzerland,2,3,away_win,Switzerland,False,False,True,Doha,Qatar,21,15
483,2022-12-02,2022,group,South Korea,Portugal,2,1,home_win,South Korea,False,False,True,Al Rayyan,Qatar,28,9
484,2022-12-03,2022,knockout,Argentina,Australia,2,1,home_win,Argentina,False,False,True,Al Rayyan,Qatar,3,38
485,2022-12-03,2022,knockout,Netherlands,United States,3,1,home_win,Netherlands,False,False,True,Al Rayyan,Qatar,8,16
486,2022-12-04,2022,knockout,England,Senegal,3,0,home_win,England,False,False,True,Al Khor,Qatar,5,18
487,2022-12-04,2022,knockout,France,Poland,3,1,home_win,France,False,False,True,Doha,Qatar,4,26
488,2022-12-05,2022,knockout,Brazil,South Korea,4,1,home_win,Brazil,False,False,True,Doha,Qatar,1,28
489,2022-12-05,2022,knockout,Japan,Croatia,1,1,draw,Croatia,True,False,True,Al Wakrah,Qatar,24,12
490,2022-12-06,2022,knockout,Morocco,Spain,0,0,draw,Morocco,True,False,True,Al Rayyan,Qatar,22,7
491,2022-12-06,2022,knockout,Portugal,Switzerland,6,1,home_win,Portugal,False,False,True,Lusail,Qatar,9,15
492,2022-12-09,2022,knockout,Croatia,Brazil,1,1,draw,Croatia,True,False,True,Al Rayyan,Qatar,12,1
493,2022-12-09,2022,knockout,Netherlands,Argentina,2,2,draw,Argentina,True,False,True,Lusail,Qatar,8,3
494,2022-12-10,2022,knockout,England,France,1,2,away_win,France,False,False,True,Al Khor,Qatar,5,4
495,2022-12-10,2022,knockout,Morocco,Portugal,1,0,home_win,Morocco,False,False,True,Doha,Qatar,22,9
496,2022-12-13,2022,knockout,Argentina,Croatia,3,0,home_win,Argentina,False,False,True,Lusail,Qatar,3,12
497,2022-12-14,2022,knockout,France,Morocco,2,0,home_win,France,False,False,True,Al Khor,Qatar,4,22
498,2022-12-17,2022,knockout,Croatia,Morocco,2,1,home_win,Croatia,False,False,True,Al Rayyan,Qatar,12,22
499,2022-12-18,2022,knockout,Argentina,France,3,3,draw,Argentina,True,False,True,Lusail,Qatar,3,4
500,2026-06-11,2026,group,Mexico,South Africa,2,0,home_win,Mexico,False,True,False,Mexico City,Mexico,14,60
501,2026-06-11,2026,group,South Korea,Czech Republic,2,1,home_win,South Korea,False,False,True,Zapopan,Mexico,25,40
502,2026-06-12,2026,group,Canada,Bosnia and Herzegovina,1,1,draw,,False,True,False,Toronto,Canada,30,64
503,2026-06-12,2026,group,United States,Paraguay,4,1,home_win,United States,False,True,False,Inglewood,United States,17,41
504,2026-06-13,2026,group,Australia,Turkey,2,0,home_win,Australia,False,False,True,Vancouver,Canada,27,22
505,2026-06-13,2026,group,Brazil,Morocco,1,1,draw,,False,False,True,East Rutherford,United States,6,7
506,2026-06-13,2026,group,Haiti,Scotland,0,1,away_win,Scotland,False,False,True,Foxborough,United States,83,42
507,2026-06-13,2026,group,Qatar,Switzerland,1,1,draw,,False,False,True,Santa Clara,United States,56,19
508,2026-06-14,2026,group,Germany,Curaçao,7,1,home_win,Germany,False,False,True,Houston,United States,10,82
509,2026-06-14,2026,group,Ivory Coast,Ecuador,1,0,home_win,Ivory Coast,False,False,True,Philadelphia,United States,33,23
510,2026-06-14,2026,group,Netherlands,Japan,2,2,draw,,False,False,True,Arlington,United States,8,18
511,2026-06-14,2026,group,Sweden,Tunisia,5,1,home_win,Sweden,False,False,True,Guadalupe,Mexico,38,45
512,2026-06-15,2026,group,Belgium,Egypt,1,1,draw,,False,False,True,Seattle,United States,9,29
513,2026-06-15,2026,group,Iran,New Zealand,2,2,draw,,False,False,True,Inglewood,United States,20,85
514,2026-06-15,2026,group,Saudi Arabia,Uruguay,1,1,draw,,False,False,True,Miami Gardens,United States,61,16
515,2026-06-15,2026,group,Spain,Cape Verde,0,0,draw,,False,False,True,Atlanta,United States,2,67
516,2026-06-16,2026,group,Argentina,Algeria,3,0,home_win,Argentina,False,False,True,Kansas City,United States,1,28
517,2026-06-16,2026,group,Austria,Jordan,3,1,home_win,Austria,False,False,True,Santa Clara,United States,24,63
518,2026-06-16,2026,group,France,Senegal,3,1,home_win,France,False,False,True,East Rutherford,United States,3,15
519,2026-06-16,2026,group,Iraq,Norway,1,4,away_win,Norway,False,False,True,Foxborough,United States,57,31
520,2026-06-17,2026,group,England,Croatia,4,2,home_win,England,False,False,True,Arlington,United States,4,11
521,2026-06-17,2026,group,Ghana,Panama,1,0,home_win,Ghana,False,False,True,Toronto,Canada,73,34
522,2026-06-17,2026,group,Portugal,DR Congo,1,1,draw,,False,False,True,Houston,United States,5,46
523,2026-06-17,2026,group,Uzbekistan,Colombia,1,3,away_win,Colombia,False,False,True,Mexico City,Mexico,50,13
524,2026-06-18,2026,group,Canada,Qatar,6,0,home_win,Canada,False,True,False,Vancouver,Canada,30,56
525,2026-06-18,2026,group,Czech Republic,South Africa,1,1,draw,,False,False,True,Atlanta,United States,40,60
526,2026-06-18,2026,group,Mexico,South Korea,1,0,home_win,Mexico,False,True,False,Zapopan,Mexico,14,25
527,2026-06-18,2026,group,Switzerland,Bosnia and Herzegovina,4,1,home_win,Switzerland,False,False,True,Inglewood,United States,19,64
528,2026-06-19,2026,group,Brazil,Haiti,3,0,home_win,Brazil,False,False,True,Philadelphia,United States,6,83
529,2026-06-19,2026,group,Scotland,Morocco,0,1,away_win,Morocco,False,False,True,Foxborough,United States,42,7
530,2026-06-19,2026,group,Turkey,Paraguay,0,1,away_win,Paraguay,False,False,True,Santa Clara,United States,22,41
531,2026-06-19,2026,group,United States,Australia,2,0,home_win,United States,False,True,False,Seattle,United States,17,27
532,2026-06-20,2026,group,Ecuador,Curaçao,0,0,draw,,False,False,True,Kansas City,United States,23,82
533,2026-06-20,2026,group,Germany,Ivory Coast,2,1,home_win,Germany,False,False,True,Toronto,Canada,10,33
534,2026-06-20,2026,group,Netherlands,Sweden,5,1,home_win,Netherlands,False,False,True,Houston,United States,8,38
535,2026-06-20,2026,group,Tunisia,Japan,0,4,away_win,Japan,False,False,True,Guadalupe,Mexico,45,18
536,2026-06-21,2026,group,Belgium,Iran,0,0,draw,,False,False,True,Inglewood,United States,9,20
537,2026-06-21,2026,group,New Zealand,Egypt,1,3,away_win,Egypt,False,False,True,Vancouver,Canada,85,29
538,2026-06-21,2026,group,Spain,Saudi Arabia,4,0,home_win,Spain,False,False,True,Atlanta,United States,2,61
539,2026-06-21,2026,group,Uruguay,Cape Verde,2,2,draw,,False,False,True,Miami Gardens,United States,16,67
540,2026-06-22,2026,group,Argentina,Austria,2,0,home_win,Argentina,False,False,True,Arlington,United States,1,24
541,2026-06-22,2026,group,France,Iraq,3,0,home_win,France,False,False,True,Philadelphia,United States,3,57
542,2026-06-22,2026,group,Jordan,Algeria,1,2,away_win,Algeria,False,False,True,Santa Clara,United States,63,28
543,2026-06-22,2026,group,Norway,Senegal,3,2,home_win,Norway,False,False,True,East Rutherford,United States,31,15
544,2026-06-23,2026,group,Colombia,DR Congo,1,0,home_win,Colombia,False,False,True,Zapopan,Mexico,13,46
545,2026-06-23,2026,group,England,Ghana,0,0,draw,,False,False,True,Foxborough,United States,4,73
546,2026-06-23,2026,group,Panama,Croatia,0,1,away_win,Croatia,False,False,True,Toronto,Canada,34,11
547,2026-06-23,2026,group,Portugal,Uzbekistan,5,0,home_win,Portugal,False,False,True,Houston,United States,5,50
548,2026-06-24,2026,group,Bosnia and Herzegovina,Qatar,3,1,home_win,Bosnia and Herzegovina,False,False,True,Seattle,United States,64,56
549,2026-06-24,2026,group,Canada,Switzerland,1,2,away_win,Switzerland,False,True,False,Vancouver,Canada,30,19
550,2026-06-24,2026,group,Mexico,Czech Republic,3,0,home_win,Mexico,False,True,False,Mexico City,Mexico,14,40
551,2026-06-24,2026,group,Morocco,Haiti,4,2,home_win,Morocco,False,False,True,Atlanta,United States,7,83
552,2026-06-24,2026,group,Scotland,Brazil,0,3,away_win,Brazil,False,False,True,Miami Gardens,United States,42,6
553,2026-06-24,2026,group,South Africa,South Korea,1,0,home_win,South Africa,False,False,True,Guadalupe,Mexico,60,25
554,2026-06-25,2026,group,Curaçao,Ivory Coast,0,2,away_win,Ivory Coast,False,False,True,Philadelphia,United States,82,33
555,2026-06-25,2026,group,Ecuador,Germany,2,1,home_win,Ecuador,False,False,True,East Rutherford,United States,23,10
556,2026-06-25,2026,group,Japan,Sweden,1,1,draw,,False,False,True,Arlington,United States,18,38
557,2026-06-25,2026,group,Paraguay,Australia,0,0,draw,,False,False,True,Santa Clara,United States,41,27
558,2026-06-25,2026,group,Tunisia,Netherlands,1,3,away_win,Netherlands,False,False,True,Kansas City,United States,45,8
559,2026-06-25,2026,group,United States,Turkey,2,3,away_win,Turkey,False,True,False,Inglewood,United States,17,22
560,2026-06-26,2026,group,Cape Verde,Saudi Arabia,0,0,draw,,False,False,True,Houston,United States,67,61
561,2026-06-26,2026,group,Egypt,Iran,1,1,draw,,False,False,True,Seattle,United States,29,20
562,2026-06-26,2026,group,New Zealand,Belgium,1,5,away_win,Belgium,False,False,True,Vancouver,Canada,85,9
563,2026-06-26,2026,group,Norway,France,1,4,away_win,France,False,False,True,Foxborough,United States,31,3
564,2026-06-26,2026,group,Senegal,Iraq,5,0,home_win,Senegal,False,False,True,Toronto,Canada,15,57
565,2026-06-26,2026,group,Uruguay,Spain,0,1,away_win,Spain,False,False,True,Zapopan,Mexico,16,2
566,2026-06-27,2026,group,Algeria,Austria,3,3,draw,,False,False,True,Kansas City,United States,28,24
567,2026-06-27,2026,group,Colombia,Portugal,0,0,draw,,False,False,True,Miami Gardens,United States,13,5
568,2026-06-27,2026,group,Croatia,Ghana,2,1,home_win,Croatia,False,False,True,Philadelphia,United States,11,73
569,2026-06-27,2026,group,DR Congo,Uzbekistan,3,1,home_win,DR Congo,False,False,True,Atlanta,United States,46,50
570,2026-06-27,2026,group,Jordan,Argentina,1,3,away_win,Argentina,False,False,True,Arlington,United States,63,1
571,2026-06-27,2026,group,Panama,England,0,2,away_win,England,False,False,True,East Rutherford,United States,34,4
572,2026-06-28,2026,knockout,South Africa,Canada,0,1,away_win,Canada,False,True,True,Inglewood,United States,60,30
573,2026-06-29,2026,knockout,Brazil,Japan,2,1,home_win,Brazil,False,False,True,Houston,United States,6,18
